1 1
2 3
3 6
4 8
5 17
6 45
7 125
8 262
9 598
10 1410
11 3378
12 8055
13 18968
14 42745
15 88681
16 159486
17 229503
18 270137
19 284703
20 288519
21 289101
22 289029
23 288730
24 288575
25 288496
26 288510
27 288727
28 289374
29 289720
30 290105
31 289857
32 289539
33 289422
34 289049
35 289198
36 289196
37 289394
38 289467
39 289305
40 289034
41 289081
42 289335
43 289512
44 289364
45 289288
46 289169
47 289271
48 289283
49 289367
50 289289
51 289373
52 289273
53 289186
54 289165
55 289254
56 289642
57 289408
58 289187
59 288958
60 289191
61 289249
62 289555
63 289066
64 289256
65 289096
66 289532
67 289347
68 289298
69 289446
70 288994
71 289058
72 289325
73 289333
74 289221
75 289082
76 289511
77 289424
78 289530
79 289380
80 289200
81 289402
82 289515
83 289358
84 289390
85 289347
86 289245
87 289353
88 289228
89 289236
90 289130


1 1
2 1
3 3
4 3
5 4
6 8
7 15
8 24
9 36
10 58
11 94
12 162
13 277
14 472
15 813
16 1362
17 2345
18 4038
19 6887
20 11736
21 19444
22 31320
23 48981
24 72425
25 99242
26 126520
27 150013
28 168515
29 182238
30 192495
31 200255
32 205838
33 209857
34 213285
35 215609
36 217742
37 219009
38 219600
39 220266
40 220854
41 221409
42 221926
43 222077
44 222356
45 222311
46 222434
47 222720
48 222540
49 222318
50 222355
51 222356
52 222390
53 222450
54 222842
55 222923
56 222680
57 222626
58 222936
59 222992
60 223040
61 223357
62 223316
63 223032
64 222851
65 222902
66 223095
67 223232
68 222940
69 223125
70 222919
71 223040
72 223009
73 222926
74 222854
75 222806
76 222763
77 222728
78 222754
79 223007
80 222751
81 222951
82 222932
83 222914
84 223173
85 222858
86 222967
87 222899
88 222809
89 222580
90 222565


1 1
2 1
3 2
4 2
5 2
6 2
7 3
8 3
9 3
10 3
11 2
12 2
13 2
14 2
15 2
16 2
17 2
18 2
19 2
20 2
21 2
22 2
23 2
24 2
25 2
26 2
27 2
28 2
29 2
30 2
31 2
32 2
33 2
34 2
35 2
36 2
37 2
38 2
39 2
40 2
41 2
42 2
43 2
44 2
45 2
46 2
47 2
48 2
49 2
50 2
51 2
52 2
53 2
54 2
55 2
56 2
57 2
58 2
59 2
60 2
61 2
62 2
63 2
64 2
65 2
66 2
67 2
68 2
69 2
70 2
71 2
72 2
73 2
74 2
75 2
76 2
77 2
78 2
79 2
80 2
81 2
82 2
83 2
84 2
85 2
86 2
87 2
88 2
89 2
90 2

Process finished with exit code 0
