1 1
2 4
3 12
4 61
5 352
6 1961
7 8803
8 25969
9 54620
10 89727
11 125503
12 157716
13 182481
14 198730
15 222386
16 236215
17 244310
18 249099
19 252151
20 253539
21 254246
22 254302
23 254306
24 254378
25 254213
26 254370
27 254772
28 255566
29 256781
30 257304
31 257470
32 257338
33 257217
34 257204
35 257215
36 257092
37 257042
38 257062
39 257085
40 257059
41 256949
42 257234
43 257481
44 257282
45 257147
46 257058
47 257251
48 257222
49 257161
50 257138
51 257068
52 257265
53 257138
54 257161
55 257253
56 257045
57 257171
58 257007
59 257210
60 257275
61 257220
62 257231
63 257149
64 257132
65 257276
66 257374
67 257196
68 257118
69 257305
70 257208
71 257138
72 257110
73 257217
74 257205
75 257239
76 257269
77 257376
78 257163
79 257239
80 257226
81 257321
82 257336
83 257414
84 257181
85 257302
86 257380
87 257451
88 257395
89 257357
90 257301


1 1
2 1
3 6
4 18
5 56
6 183
7 589
8 1564
9 3479
10 6808
11 12115
12 19184
13 27560
14 35738
15 45721
16 53927
17 60668
18 65700
19 69639
20 72409
21 74501
22 75887
23 76798
24 77413
25 77961
26 78598
27 79095
28 79851
29 80652
30 81101
31 81344
32 81466
33 81428
34 81411
35 81358
36 81464
37 81567
38 81630
39 81753
40 81940
41 81864
42 81862
43 81967
44 81972
45 82027
46 82015
47 81991
48 81971
49 82004
50 82007
51 82005
52 81998
53 82094
54 81950
55 82014
56 82053
57 82105
58 82117
59 82080
60 82197
61 82228
62 82156
63 82180
64 82154
65 82092
66 82076
67 82097
68 82103
69 82114
70 82055
71 82068
72 82154
73 82238
74 82294
75 82152
76 82128
77 82095
78 82087
79 82167
80 82182
81 82121
82 82197
83 82205
84 82203
85 82240
86 82184
87 82190
88 82142
89 82211
90 82203


1 1
2 1
3 4
4 5
5 8
6 15
7 45
8 81
9 209
10 440
11 890
12 1742
13 3252
14 5822
15 9188
16 13547
17 19165
18 25935
19 34030
20 42878
21 52513
22 62279
23 71714
24 80941
25 89693
26 97525
27 104851
28 111297
29 117051
30 122116
31 126622
32 130349
33 133818
34 136490
35 139056
36 141231
37 143313
38 145123
39 146717
40 148072
41 149407
42 150350
43 151249
44 151994
45 152702
46 153392
47 154082
48 154731
49 155056
50 155529
51 156018
52 156361
53 156543
54 156768
55 157184
56 157175
57 157442
58 157624
59 157732
60 157814
61 158071
62 158432
63 158543
64 158646
65 158738
66 158803
67 158810
68 158772
69 158962
70 159051
71 159195
72 159358
73 159450
74 159505
75 159449
76 159505
77 159530
78 159847
79 159921
80 159994
81 160190
82 160100
83 160200
84 160073
85 160206
86 160142
87 160192
88 160046
89 160054
90 160136
